Title,Company,Job Type,Location,Link
MEP Sales Expert,Elsewedy industries -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Export Area Manager,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gbTtT0G63wEf-Export-Area-Manager-Cairo-Egypt
Marketing Executive,Egybell -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egybell-Egypt-16101
Procurement and Cost Analyst,Sharm Dreams Group -,Full TimeOn-site,"Manial, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sharm Dreams Group-Egypt-86374
Site Engineer,Unitech -,Full TimeHybrid,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Unitech-Egypt-9234
Technical Office Engineer,AM For Trading and Contracting -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--116970
Purchasing Manager,SODIC Clubs  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SODIC Clubs-Egypt-120939
English Instructors - Nasrcity Branch,SYE English Community -,Full TimePart TimeFreelance / ProjectHybrid,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SYE-English-Community-Egypt-13113
Medical Representative - Kafr Elsheikh,El Nahar for Medical Solutions -,Full TimeShift BasedOn-site,"Kafr Alsheikh, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-Nahar-for-Medical-Solutions-Egypt-29738
Key Account Manager (KSA),Specialized Seamless Services  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Specialized-Seamless-Services--Egypt-123563
Sales Representative,Nozha Group -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Nozha-Group-Egypt-17516
English Instructors - Dokki Branch,SYE English Community -,Full TimePart TimeFreelance / ProjectHybrid,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SYE-English-Community-Egypt-13113
Medical Representative,Care Direct  -,Part TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Care Direct-Egypt-95132
Front Desk Agent (October branch),SYE English Community -,Full TimeShift BasedOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SYE-English-Community-Egypt-13113
Front Desk Agent (Nasr city),SYE English Community -,Full TimeShift BasedOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/SYE-English-Community-Egypt-13113
IT Technical Support Engineer,Outservingplus -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Outservingplus-Egypt-75652
F-e-Mal-e Sales Executive,AN - Aviation Services -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AN---Aviation-Services-Egypt-29078
Senior Design Architect,High Art -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/High-Art-Egypt-13696
Administrative Assistant,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nnoXKkgLIYb6-Administrative-Assistant-Giza-Egypt
Document Controller,New Plan  -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
Key Accounts Manager (construction building materials) - Retail Sector,InsuTech  -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Contact-Group-Egypt-3131
Pharmacist,Tanany Pharmacy -,Full TimeShift BasedOn-site,"Imbaba, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tanany Pharmacy-Egypt-125403
Telesales Representative - UK Account ONLY,Global Travel Association -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-Travel-Association-Egypt-14083
Medical Representative -Helmyat Zaytoun,dkt Egypt -,Full TimeRemote,"Helmeyat Alzaytoun, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/dkt-egypt-Egypt-34523
IT Specialist,LIVING IN INTERIORS - EGYPT -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/LIVING-IN-INTERIORS---EGYPT-Egypt-11434
Telesales Representative - Europe & UK Account,Global Travel Association -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-Travel-Association-Egypt-14083
Graphic Designer,Exco Egypt -,InternshipOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104843
IT Network Engineer,LIVING IN INTERIORS - EGYPT -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/LIVING-IN-INTERIORS---EGYPT-Egypt-11434
Sales Representative – ERP Systems,ROOT IQ -,Full TimeHybrid,"Baghdad, Iraq",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ROOT IQ-Iraq-123348
Sales Engineer ( Automotive - oil- gaz ),Global Tires Trading and Distribution -,Full TimeRemote,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Data Entry,Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Senior Sales Engineer (Petroleum Field),valves engineering company -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/valves-engineering-company-Egypt-72807
Treasury Accountant,Sky logistics -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sky-logistics-Egypt-43527
Senior Accountant,SAK Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Sak-Developments-Egypt-37596
Senior Events & Media Specialist,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Chemical Sales Manager,Egyptian Company for Medical Investments ECMI -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Company-for-Medical-Investments-ECMI-Egypt-105646
Regional Account Manager,Influence Communication -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Influence-Communication-Egypt-63583
Sales Software Account Manager,Roaya -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Roaya-Electronic-Egypt-22686
Technical Office Manager,Mobica -,Full TimeOn-site,"Suez, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mobica-Egypt-17185
Operation Specialist,multi logistic managment -,Full TimeOn-site,"Mansheya, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/multi logistic managment-Egypt-125592
Assistant Manager - Visa Operations,Act Corporate Services -,Full TimeOn-site,"Dubai, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Act Corporate Services-United Arab Emirates-118340
Sales Team -Leader,ECC Group -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-Cultural-Center-Egypt-17801
Educational Counselor - (Remotely),IQRA Network -,Full TimeShift BasedRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Accountant,Midar for Investment and Urban Development. -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-mostakbal-urban-Egypt-25960
Content Writer,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
IoT/PCB Lab Specialist,Cultiv -,Full TimeOn-site,"New Assuit, Assiut, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innoventures-Egypt-222
Senior Sales Advisor / Educational - Remotely,IQRA Network -,Full TimePart TimeRemote,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
QA & Sustainability Specialist,BariQ -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Raya-Holding-Egypt-21237
Tax Accountant,Midar for Investment and Urban Development. -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/El-mostakbal-urban-Egypt-25960
IoT /PCB Lab Specialist,Cultiv -,Full TimeOn-site,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innoventures-Egypt-222
Students Educational Advisor - (Remotely),IQRA Network -,Full TimeShift BasedRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Logistics Specialist,TRAVCO GROUP -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/TRAVCO-GROUP-Egypt-17291
Customer Service Agent,IQRA Network -,Full TimeOn-site,"Abbassia, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IQRA-Network-United-States-54585
Assistant Branch Manager,Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Cashier,Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Quality Manager,vegi farm -,Full TimeOn-site,"Alsalihiyyah Aljadidah, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-117080
Art Director,FRIDAL -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Senior Graphic Designer,Misr Elhegaz Group -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr-Elhegaz-Group-Egypt-30751
Call Center Agent,Air Arabia -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Air-Arabia-United-Arab-Emirates-24864
General Ledger Section Head,Modern Hygienic international -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110129
Oracle EBS Supply Chain / Finance role - Techno Functional,Minapharm Pharmaceuticals -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Minapharm-Pharmaceuticals-Egypt-20620
Talent Management Manager,Modern Hygienic international -,Full TimeOn-site,"Ain Sokhna, Suez, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-110129
Project Manager,Rawwy LLC -,Full TimeRemote,"Sharjah, United Arab Emirates",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Rawwy LLC-Indonesia-125797
Pharmacist,Sehha Pharmacy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/sehha-pharmacy-Egypt-27265
School doctor - New Cairo,Egyptian British International School -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-British-International-School-Egypt-51109
ICT Teacher - Maternity Cover - Immediate Start,Egypt Education Platform -,Full TimeOn-site,"Rehab City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
Computer science,europa schule neu kairo -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/europa schule neu kairo-Egypt-124384
Visual Artist,europa schule neu kairo -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/europa schule neu kairo-Egypt-124384
Head Librarian,Malvern College Egypt -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Malvern-College-Egypt-Egypt-22687
Accountant,Hyundai Rotem -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hyundai-Rotem-Egypt-28521
Social Media Manager,Module  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Content Creator – Furniture & interior design Industry,Module  -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Sales Engineer-Kitchens&Dressing,Module  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Module-Egypt-75389
Legal Affairs Manager - Real Estate,Aayan Developments -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-125445
Graphic Designer,Rowad Modern Engineering -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Rowad-Modern-Engineering-Egypt-8251
Call Center Agent Alex Residents,VOIS Egypt -,Full TimeRemote,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/VOIS-Egypt-Egypt-967
Telesales Agent - Etisalat UAE (B2 English) - Maadi,Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
"Customer service representative (b1+ English speakers)Etisalat UAE,Grads",Etisalat Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
Office administration Alexandria office - UK Medical Clinics,Maksoud Medical Ltd -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Maksoud-Medical-Ltd-Egypt-29927
B2B Sales Executive,Riven -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Riven-Egypt-125788
Sales Executive,AssureNet -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-102139
Sales Account Manager,Confidential -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZaAXZEnBGfGS-Sales-Account-Manager-Cairo-Egypt
Program Management Internship,USAM -,InternshipRemote,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/USAM-Egypt-125580
Customer Service Agent,Alexandria Estates -,Full TimeRemote,"London, United Kingdom",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria Estates-Egypt-113768
Quality Assurance Specialist,Midea Group -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266
B2B Sales Manager,Confidential -,Part TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WCIsk6e54ZRE-B2B-Sales-Manager-Cairo-Egypt
Content Creator and Social Media Specialist,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Backend Developer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Front End Developer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Network Engineer,Monglish Academy -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Hotel Operations Specialist,Danat Travels  -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Final-Call-Egypt-96490
Art Director,Monglish Academy -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Account Manager,Monglish Academy -,Full TimeOn-site,"Glim, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Monglish-Academy-Egypt-64151
Sales Account Manager/ Business Developer,Gulf Data International  -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Gulf-Data-International-Egypt-17379
Personnel Specialist,GROOVY Medical Spa -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GROOVY-Medical-Spa-Egypt-17863
UI UX Designer,Pyramids Pharmacy  -,Part TimeRemote,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Pyramids Pharmacy-Egypt-90813
Site Project Manager,PAVILLION ARCHITECTS -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/pavillionarchitects-Egypt-42884
Branch Manager (Tire showroom),Global Tires Trading and Distribution -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-tires-Egypt-110948
Customer Support Agent – Mobile Applications,Madar Soft -,Full TimeRemote,"Fleming, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834
Property Colsultant - El Sheikh Zayed,Property Hills -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Property-Hills-Egypt-42935
Store Keeper,Taj Misr Developments  -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Taj-Misr-Developments-Egypt-63178
Accounting Manager,zaytoun development  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/zaytoun development-Egypt-122354
Medical Sales Representative,Innovinity Medical Hub -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Innovinity-Egypt-55726
Junior Mechanical Procurement Engineer,New Plan  -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
Graphic Designer & Social Media Specialist,MINISO LIFE -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/miniso-Egypt-26588
Entrepreneurship Programs Coordinator,ievents -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ievents-Egypt-125774
ERP Application Consultant,ContrackFM -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CONTRACKFM-Egypt-11002
Graphic Designer,Etisal EG -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245
OD & L&D Supervisor,Dr.Greiche  -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dr-Greiche-Egypt-41590
Property Advisor (Fresh Grads),The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Senior Accountant,Si-Vision -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Silicon-Vision-Egypt-14381
Airport Representative,BCD-EWT   -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/East West Travel-Egypt-89589
Senior Treasury Specialist,Amreyah Cement -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Amreyah-Cement---InterCement-Egypt-11531
Logistic Specialist,Baytonia Company -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Baytonia Company-Egypt-125771
Quality Assurance IPC Supervisor,EVA Cosmetics   -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/EVA-Cosmetics-Egypt-8243
Secretary,Ahmed Said Dental Clinic -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ahmed-Said-Dental-Clinic-Egypt-76935
Sales Engineer,Mrhome -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-124329
Customer Service Administrator,Sky Express -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/sky-express-Egypt-5449
Data Entry Clerk,oworkers -,Full TimeRemote,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/oworkers-United-Kingdom-26841
Junior Electrical Procurement Engineer,New Plan  -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
IT Help Desk Specialist,Misr International Hospital -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-104632
Administrative Secretary,Gama Academy -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/--95598
